evento_id,entidade_id,data_evento,categoria,marca,fabricante,produto,quantidade,valor,desconto,pagamento,canal,uf,sexo,data_nascimento
20813,892.814.482-54,2024-02-29,Defensivos,AgriPlus,Empresa B,P0096,3,2143.29,207.63,Cartão,Online,PR,F,2004-12-15
20814,227.791.648-08,2024-02-29,Sementes,CampoForte,Empresa A,P0017,6,6118.59,528.63,Boleto,Online,BA,M,1955-04-01
20815,795.781.119-16,2024-02-29,Fertilizantes,CampoForte,Empresa B,P0101,9,8305.3,437.84,Cartão,Loja,MG,M,1961-06-05
20816,365.151.831-00,2024-02-29,Defensivos,VerdeTech,Empresa A,P0078,8,4534.18,206.86,PIX,Loja,PR,M,1966-12-06
20817,656.410.054-01,2024-02-29,Máquinas,VerdeTech,Empresa A,P0171,10,114152.15,7273.05,Boleto,Representante,RS,M,1962-02-10
20818,046.277.605-07,2024-02-29,Sementes,AgroMax,Empresa C,P0040,2,1194.94,24.98,PIX,Loja,MT,F,2000-01-09
20819,909.915.424-01,2024-02-29,Fertilizantes,AgroMax,Empresa A,P0105,7,12461.85,709.49,Cartão,Representante,MT,M,1992-03-27
20820,862.508.274-20,2024-02-29,Máquinas,VerdeTech,Empresa C,P0162,1,5102.59,315.95,Cartão,Online,PR,M,1971-12-03
20821,152.066.876-77,2024-02-29,Sementes,AgriPlus,Empresa A,P0037,4,3265.91,70.25,PIX,Loja,RS,M,1983-12-11
20822,440.726.364-44,2024-02-29,Defensivos,AgriPlus,Empresa B,P0062,7,5941.24,669.49,Cartão,Representante,PR,F,1970-03-29
20823,440.726.364-44,2024-02-29,Defensivos,AgriPlus,Empresa A,P0097,2,2578.81,244.93,Boleto,Loja,PR,F,1970-03-29
20824,775.665.582-69,2024-02-29,Máquinas,AgriPlus,Empresa C,P0179,5,51092.33,5193.97,Boleto,Online,PR,F,1957-01-12
20825,028.882.482-20,2024-03-01,Máquinas,VerdeTech,Empresa A,P0143,7,34536.69,2942.36,Cartão,Loja,RS,M,1967-11-15
20826,895.238.700-76,2024-03-01,Fertilizantes,CampoForte,Empresa B,P0126,9,9772.12,1148.3,PIX,Online,BA,F,1956-11-14
20827,938.986.233-78,2024-03-01,Fertilizantes,AgroMax,Empresa A,P0103,4,3617.53,505.31,Boleto,Loja,GO,M,2007-07-18
20828,061.307.496-35,2024-03-01,Defensivos,VerdeTech,Empresa C,P0099,6,5320.0,506.54,Boleto,Online,MT,M,1966-03-06
20829,394.519.852-63,2024-03-01,Defensivos,VerdeTech,Empresa C,P0088,1,1039.92,94.48,PIX,Loja,RS,F,1967-12-06
20830,698.528.849-99,2024-03-01,Defensivos,AgroMax,Empresa B,P0077,9,12329.57,1391.29,PIX,Representante,GO,F,1974-05-07
20831,784.358.413-75,2024-03-01,Sementes,CampoForte,Empresa A,P0020,1,1044.47,121.78,PIX,Loja,GO,F,1978-10-02
20832,437.000.342-37,2024-03-01,Máquinas,AgriPlus,Empresa C,P0173,9,138477.44,2482.54,Boleto,Loja,PR,M,1958-04-04
20833,130.511.320-98,2024-03-01,Sementes,CampoForte,Empresa A,P0042,3,1526.59,46.88,Cartão,Online,RS,M,1974-06-26
20834,946.886.336-02,2024-03-01,Máquinas,AgroMax,Empresa B,P0155,6,67230.53,8929.69,Cartão,Representante,RS,M,1992-04-03
20835,009.323.289-62,2024-03-01,Defensivos,VerdeTech,Empresa C,P0063,3,2641.36,160.22,Boleto,Representante,PR,M,1991-03-28
20836,026.097.273-80,2024-03-01,Máquinas,CampoForte,Empresa A,P0151,6,40012.96,1057.22,PIX,Online,PR,F,1960-06-08
20837,026.097.273-80,2024-03-01,Máquinas,AgriPlus,Empresa C,P0171,2,14960.49,914.11,PIX,Representante,PR,F,1960-06-08
20838,175.084.984-45,2024-03-01,Defensivos,VerdeTech,Empresa A,P0073,5,3354.59,164.01,Cartão,Representante,PR,M,1947-04-14
20839,162.617.449-04,2024-03-01,Fertilizantes,VerdeTech,Empresa B,P0107,4,9138.59,1102.93,Cartão,Online,MG,F,1947-08-21
20840,101.297.961-07,2024-03-01,Máquinas,VerdeTech,Empresa B,P0170,6,62944.07,4918.69,Cartão,Representante,MT,F,1993-10-12
20841,241.994.525-59,2024-03-01,Defensivos,CampoForte,Empresa A,P0083,1,885.72,84.91,PIX,Online,BA,F,1976-11-26
20842,467.139.932-65,2024-03-01,Máquinas,AgriPlus,Empresa B,P0164,1,18156.28,827.15,Boleto,Loja,PR,M,1954-06-19
20843,509.636.208-60,2024-03-01,Defensivos,AgriPlus,Empresa A,P0080,4,4174.13,228.23,PIX,Online,PR,F,2004-04-20
20844,669.846.941-67,2024-03-01,Defensivos,VerdeTech,Empresa B,P0074,10,6531.84,592.66,Boleto,Online,PR,M,1983-03-31
20845,618.336.235-25,2024-03-01,Sementes,AgroMax,Empresa A,P0020,10,6163.59,331.51,PIX,Loja,GO,F,1990-02-14
20846,669.846.941-67,2024-03-01,Defensivos,AgroMax,Empresa A,P0092,1,1071.22,55.09,PIX,Online,PR,M,1983-03-31
20847,936.172.586-62,2024-03-01,Fertilizantes,VerdeTech,Empresa C,P0121,5,5861.2,814.9,PIX,Representante,PR,M,1975-12-25
20848,481.140.699-02,2024-03-01,Máquinas,AgroMax,Empresa C,P0177,9,30981.73,3232.49,Boleto,Representante,PR,F,1968-10-17
20849,524.892.229-10,2024-03-01,Defensivos,CampoForte,Empresa C,P0095,5,2894.4,197.4,PIX,Online,PR,M,1982-09-26
20850,995.507.600-30,2024-03-01,Sementes,VerdeTech,Empresa A,P0055,5,3745.16,457.14,Boleto,Loja,MT,M,1967-11-24
20851,058.507.864-57,2024-03-01,Máquinas,VerdeTech,Empresa B,P0141,1,7426.35,464.32,Cartão,Representante,PR,M,1988-07-01
20852,715.386.457-18,2024-03-01,Máquinas,AgroMax,Empresa B,P0146,1,9465.56,525.58,Cartão,Representante,RS,F,1991-02-18
20853,683.104.054-30,2024-03-01,Fertilizantes,VerdeTech,Empresa B,P0135,5,7990.97,132.13,PIX,Online,RS,F,1962-07-22
20854,371.211.442-71,2024-03-01,Sementes,AgriPlus,Empresa A,P0033,4,3057.06,147.3,Boleto,Online,PR,M,1960-10-18
20855,780.859.882-83,2024-03-01,Fertilizantes,AgroMax,Empresa B,P0108,6,6937.99,911.51,PIX,Loja,BA,F,1950-07-09
20856,226.110.992-00,2024-03-01,Fertilizantes,CampoForte,Empresa B,P0103,4,2020.52,287.84,PIX,Loja,PR,F,1974-10-30
20857,031.272.020-32,2024-03-01,Máquinas,CampoForte,Empresa C,P0143,2,19321.21,806.71,Cartão,Representante,MG,M,1985-03-10
20858,593.074.035-62,2024-03-01,Máquinas,AgroMax,Empresa B,P0171,1,6202.6,279.69,PIX,Loja,PR,F,2001-02-14
20859,112.789.158-85,2024-03-01,Máquinas,CampoForte,Empresa A,P0146,4,28979.14,1725.14,Boleto,Representante,PR,F,2006-05-10
20860,751.514.271-56,2024-03-01,Máquinas,CampoForte,Empresa B,P0175,6,46662.17,2927.23,PIX,Loja,PR,F,1994-02-01
20861,871.793.533-45,2024-03-01,Fertilizantes,VerdeTech,Empresa B,P0113,4,2330.62,186.46,Boleto,Online,MT,F,1969-12-07
20862,066.444.677-92,2024-03-01,Fertilizantes,CampoForte,Empresa A,P0118,4,5760.12,449.4,Cartão,Online,PR,F,1999-02-16
20863,326.087.512-37,2024-03-01,Defensivos,VerdeTech,Empresa C,P0100,10,6489.13,691.97,PIX,Representante,PR,M,2008-04-28
20864,538.700.196-97,2024-03-01,Defensivos,AgriPlus,Empresa A,P0064,10,2225.82,142.28,Cartão,Online,PR,M,1974-04-11
20865,185.658.820-39,2024-03-01,Máquinas,CampoForte,Empresa A,P0174,1,3017.73,375.36,Cartão,Online,PR,M,1952-07-16
20866,818.786.347-12,2024-03-01,Máquinas,AgriPlus,Empresa B,P0154,10,57458.8,3579.0,Cartão,Representante,PR,F,1952-03-08
20867,713.680.955-00,2024-03-01,Defensivos,AgriPlus,Empresa C,P0086,1,1102.27,125.94,Cartão,Representante,BA,F,1970-09-23
20868,591.170.974-01,2024-03-01,Defensivos,AgroMax,Empresa B,P0091,8,4912.87,344.33,Cartão,Representante,BA,M,1969-01-17
20869,022.484.111-46,2024-03-01,Fertilizantes,AgroMax,Empresa B,P0102,6,5812.22,740.44,PIX,Online,PR,M,2003-01-13
20870,612.648.033-38,2024-03-01,Fertilizantes,CampoForte,Empresa A,P0136,7,4358.9,215.11,PIX,Online,MT,M,1995-08-28
20871,505.387.933-84,2024-03-01,Fertilizantes,CampoForte,Empresa B,P0128,1,795.39,24.37,Cartão,Online,MT,F,1976-04-04
20872,353.503.696-87,2024-03-01,Máquinas,VerdeTech,Empresa B,P0150,8,100500.47,7030.33,PIX,Loja,PR,M,1957-05-13
20873,596.258.974-29,2024-03-01,Sementes,VerdeTech,Empresa B,P0057,1,595.54,55.07,Cartão,Online,MT,F,1980-07-01
20874,998.679.721-71,2024-03-01,Fertilizantes,VerdeTech,Empresa B,P0103,5,5461.11,221.79,Cartão,Online,PR,F,2006-12-05
20875,641.465.116-82,2024-03-01,Fertilizantes,AgriPlus,Empresa A,P0127,4,2657.95,70.41,Cartão,Representante,MT,F,1998-04-10
20876,978.200.886-99,2024-03-01,Fertilizantes,AgroMax,Empresa A,P0136,8,12923.02,392.82,Cartão,Representante,PR,F,1983-02-01
20877,730.479.266-38,2024-03-01,Defensivos,AgroMax,Empresa B,P0086,2,2605.8,231.12,PIX,Representante,MT,F,1977-06-14
20878,369.852.261-67,2024-03-01,Máquinas,CampoForte,Empresa C,P0153,6,57227.84,4637.86,Boleto,Representante,BA,F,1980-02-26
20879,157.529.233-52,2024-03-01,Máquinas,AgriPlus,Empresa C,P0156,2,6474.95,607.15,Cartão,Online,RS,F,2001-10-19
20880,615.617.431-19,2024-03-01,Máquinas,CampoForte,Empresa B,P0157,8,197932.97,14493.11,Cartão,Loja,PR,M,1992-02-27
20881,604.891.627-20,2024-03-01,Defensivos,AgroMax,Empresa B,P0067,2,2444.46,111.82,PIX,Loja,MT,F,1979-11-19
20882,538.700.196-97,2024-03-01,Defensivos,VerdeTech,Empresa A,P0069,3,1069.66,53.09,PIX,Representante,PR,M,1974-04-11
20883,291.459.338-47,2024-03-01,Fertilizantes,AgriPlus,Empresa C,P0104,4,3975.44,330.72,PIX,Online,PR,F,2000-08-21
20884,265.113.141-54,2024-03-01,Sementes,AgriPlus,Empresa C,P0018,8,3437.71,77.81,PIX,Representante,MT,M,1973-10-24
20885,831.470.495-40,2024-03-01,Sementes,AgriPlus,Empresa B,P0005,5,2119.53,87.47,Boleto,Loja,MT,M,1972-09-03
20886,919.650.038-77,2024-03-01,Fertilizantes,AgroMax,Empresa A,P0125,10,16196.96,1468.64,PIX,Loja,RS,M,2000-05-07
20887,039.743.567-38,2024-03-01,Fertilizantes,AgroMax,Empresa C,P0103,5,5620.03,383.57,Boleto,Loja,PR,F,1980-03-27
20888,036.713.673-26,2024-03-01,Defensivos,VerdeTech,Empresa B,P0064,5,4098.2,510.4,PIX,Online,MT,M,1997-07-24
20889,389.679.732-84,2024-03-01,Defensivos,AgriPlus,Empresa A,P0093,10,16642.62,638.98,Boleto,Online,PR,M,1963-12-20
20890,124.423.296-38,2024-03-01,Fertilizantes,AgroMax,Empresa C,P0130,8,14215.85,890.07,Cartão,Online,GO,F,2004-12-20
20891,320.174.043-81,2024-03-01,Defensivos,AgriPlus,Empresa C,P0089,10,18215.4,2273.8,Cartão,Online,RS,M,1963-07-14
20892,975.805.926-22,2024-03-01,Máquinas,AgriPlus,Empresa A,P0150,10,50447.2,5092.1,Boleto,Representante,PR,M,1971-07-23
20893,478.523.262-50,2024-03-01,Fertilizantes,VerdeTech,Empresa C,P0125,5,11253.02,1561.03,Boleto,Loja,GO,F,1985-09-02
20894,875.592.966-45,2024-03-01,Defensivos,AgriPlus,Empresa A,P0087,3,4532.57,50.8,PIX,Loja,MT,F,1983-04-05
20895,510.606.908-45,2024-03-01,Máquinas,CampoForte,Empresa B,P0173,4,42211.52,2796.68,PIX,Online,RS,M,2002-12-20
20896,279.158.859-01,2024-03-01,Defensivos,VerdeTech,Empresa A,P0065,8,8469.81,870.27,PIX,Representante,PR,F,1992-08-31
20897,180.192.741-38,2024-03-01,Defensivos,VerdeTech,Empresa C,P0081,3,3546.6,397.53,PIX,Representante,MG,F,1959-03-05
20898,601.264.219-94,2024-03-01,Defensivos,AgroMax,Empresa C,P0074,5,6853.89,663.06,PIX,Representante,MG,M,1990-03-25
20899,437.569.751-26,2024-03-01,Máquinas,VerdeTech,Empresa A,P0177,5,56161.56,5527.04,PIX,Loja,GO,M,1955-04-20
20900,106.774.663-31,2024-03-01,Sementes,AgriPlus,Empresa B,P0040,8,5987.94,688.38,Boleto,Loja,MT,F,1956-10-25
20901,088.869.967-05,2024-03-01,Defensivos,VerdeTech,Empresa A,P0067,5,3406.04,16.76,Boleto,Online,PR,M,1987-08-13
20902,794.118.436-20,2024-03-01,Sementes,VerdeTech,Empresa A,P0021,2,3396.54,238.12,Cartão,Representante,BA,M,2005-11-16
20903,538.700.196-97,2024-03-01,Máquinas,AgriPlus,Empresa B,P0172,2,9876.97,274.47,PIX,Online,PR,M,1974-04-11
20904,853.797.369-63,2024-03-01,Máquinas,VerdeTech,Empresa B,P0172,7,32232.33,3254.03,Cartão,Online,PR,F,2002-12-29
20905,869.332.941-37,2024-03-01,Fertilizantes,AgroMax,Empresa B,P0115,8,14468.15,519.37,Boleto,Representante,MG,M,1954-08-21
20906,090.579.291-20,2024-03-01,Defensivos,AgroMax,Empresa B,P0073,7,7735.96,161.86,Cartão,Loja,PR,F,2006-04-03
20907,815.974.086-70,2024-03-01,Sementes,VerdeTech,Empresa B,P0043,4,3249.7,296.02,Boleto,Representante,RS,F,1980-02-13
20908,157.707.503-08,2024-03-01,Defensivos,AgriPlus,Empresa B,P0081,3,6679.46,685.93,Cartão,Representante,BA,F,1989-05-14
20909,499.507.793-67,2024-03-01,Defensivos,VerdeTech,Empresa C,P0084,2,1177.43,143.33,PIX,Online,PR,M,1980-11-08
20910,034.284.366-44,2024-03-01,Máquinas,CampoForte,Empresa B,P0171,7,48994.33,3086.65,PIX,Online,MG,F,1976-04-02
20911,023.865.571-70,2024-03-02,Defensivos,AgriPlus,Empresa A,P0067,1,759.54,34.8,Cartão,Loja,BA,M,1976-09-07
20912,278.523.743-95,2024-03-02,Defensivos,AgriPlus,Empresa C,P0083,5,7165.97,681.93,Boleto,Online,MT,F,2003-07-22
20913,018.573.064-73,2024-03-02,Fertilizantes,CampoForte,Empresa A,P0139,7,4066.29,474.12,Cartão,Online,PR,M,1975-12-29
20914,035.322.652-14,2024-03-02,Sementes,AgroMax,Empresa B,P0005,7,4279.41,164.75,Boleto,Online,PR,F,1949-01-04
20915,721.360.761-83,2024-03-02,Sementes,AgroMax,Empresa A,P0026,3,3261.54,316.26,Cartão,Online,MT,M,1956-06-25
20916,552.138.069-88,2024-03-02,Fertilizantes,AgriPlus,Empresa A,P0114,7,23591.17,1336.6,Cartão,Representante,PR,M,1989-02-20
20917,619.688.965-62,2024-03-02,Máquinas,AgroMax,Empresa B,P0166,6,64314.47,10525.69,Cartão,Online,PR,F,1951-05-09
20918,113.111.986-01,2024-03-02,Fertilizantes,VerdeTech,Empresa A,P0121,9,4506.97,475.79,Boleto,Online,PR,F,1982-05-22
20919,815.974.086-70,2024-03-02,Sementes,AgriPlus,Empresa C,P0044,2,4235.15,248.51,PIX,Loja,RS,F,1980-02-13
20920,142.618.377-14,2024-03-02,Defensivos,AgroMax,Empresa A,P0096,9,35091.69,619.5,Cartão,Online,MT,F,1948-06-21
20921,151.449.779-44,2024-03-02,Fertilizantes,VerdeTech,Empresa A,P0129,3,1582.52,82.03,PIX,Representante,PR,F,1954-11-26
20922,936.714.313-34,2024-03-02,Máquinas,AgroMax,Empresa A,P0162,8,90887.83,906.41,Cartão,Representante,PR,M,1994-09-15
20923,608.471.271-17,2024-03-02,Máquinas,AgriPlus,Empresa C,P0147,1,19229.39,593.43,PIX,Online,RS,M,1960-10-10
20924,762.287.558-97,2024-03-02,Fertilizantes,VerdeTech,Empresa A,P0117,6,2427.35,142.33,PIX,Representante,PR,F,1992-01-17
20925,293.432.415-00,2024-03-02,Fertilizantes,AgriPlus,Empresa B,P0106,3,2682.39,126.45,PIX,Representante,PR,F,1959-07-08
20926,360.103.161-20,2024-03-02,Sementes,VerdeTech,Empresa C,P0046,1,702.69,73.36,Boleto,Online,GO,F,1995-07-13
20927,948.989.429-03,2024-03-02,Sementes,AgriPlus,Empresa C,P0041,8,6170.83,554.69,Cartão,Online,GO,M,1981-11-17
20928,474.461.311-01,2024-03-02,Máquinas,VerdeTech,Empresa B,P0156,4,16039.6,814.32,PIX,Representante,PR,M,1990-07-30
20929,530.144.871-47,2024-03-02,Máquinas,AgroMax,Empresa B,P0141,4,47058.52,3770.6,PIX,Loja,BA,M,1983-03-30
20930,702.475.564-40,2024-03-02,Defensivos,VerdeTech,Empresa B,P0077,4,8457.03,330.89,Boleto,Loja,GO,F,1991-12-28
20931,408.657.282-67,2024-03-02,Sementes,CampoForte,Empresa A,P0056,3,987.55,59.03,Cartão,Representante,PR,F,1991-06-27
20932,121.581.905-66,2024-03-02,Defensivos,VerdeTech,Empresa B,P0070,8,5522.89,672.63,PIX,Online,MG,M,1969-05-24
20933,716.410.097-72,2024-03-02,Sementes,AgroMax,Empresa C,P0015,8,7661.68,71.28,Cartão,Online,BA,M,1982-06-02
20934,832.171.226-66,2024-03-02,Defensivos,CampoForte,Empresa B,P0071,9,8174.66,370.93,Boleto,Online,BA,M,1968-12-16
20935,126.865.514-70,2024-03-02,Sementes,VerdeTech,Empresa A,P0051,6,6850.0,176.72,Boleto,Representante,MG,M,2000-09-06
20936,875.592.966-45,2024-03-02,Defensivos,AgriPlus,Empresa C,P0099,2,1600.89,187.69,PIX,Loja,MT,F,1983-04-05
20937,399.013.616-05,2024-03-02,Fertilizantes,AgroMax,Empresa A,P0137,3,2403.25,150.02,PIX,Representante,PR,F,1952-10-24
20938,983.978.415-39,2024-03-02,Máquinas,VerdeTech,Empresa A,P0165,4,8496.02,268.9,Cartão,Loja,PR,M,1997-04-27
20939,683.613.127-06,2024-03-02,Defensivos,AgroMax,Empresa C,P0073,6,11803.84,992.78,PIX,Online,PR,M,1980-01-13
20940,507.775.968-57,2024-03-02,Defensivos,VerdeTech,Empresa A,P0063,10,3768.26,320.74,PIX,Representante,PR,F,1962-08-25
20941,560.347.995-70,2024-03-02,Defensivos,CampoForte,Empresa B,P0064,4,4711.59,240.85,Cartão,Representante,GO,M,1952-12-12
20942,586.234.601-54,2024-03-02,Sementes,AgroMax,Empresa C,P0046,6,7477.27,742.37,PIX,Online,PR,F,2005-05-19
20943,986.589.480-72,2024-03-02,Fertilizantes,AgroMax,Empresa C,P0116,6,5864.02,341.0,Boleto,Representante,MG,M,1987-04-24
20944,037.383.154-46,2024-03-02,Defensivos,VerdeTech,Empresa A,P0084,2,3686.27,233.27,Cartão,Online,PR,F,1970-04-29
20945,554.843.885-97,2024-03-02,Máquinas,AgroMax,Empresa A,P0171,3,18971.63,325.66,Cartão,Loja,GO,M,1995-12-02
20946,351.839.091-05,2024-03-02,Máquinas,CampoForte,Empresa C,P0177,2,7611.52,1126.88,Boleto,Representante,BA,F,1957-10-16
20947,846.488.657-82,2024-03-02,Defensivos,VerdeTech,Empresa A,P0088,10,6190.1,342.9,PIX,Loja,PR,F,1985-09-03
20948,057.340.289-24,2024-03-02,Sementes,VerdeTech,Empresa B,P0024,9,3186.05,108.22,Cartão,Loja,BA,M,2007-07-20
20949,870.348.772-54,2024-03-02,Fertilizantes,AgroMax,Empresa C,P0133,8,5322.65,286.71,Cartão,Loja,GO,M,1954-01-21
20950,345.838.539-80,2024-03-02,Sementes,VerdeTech,Empresa C,P0021,7,15028.09,1102.22,Boleto,Representante,GO,F,1970-06-27
20951,020.508.883-09,2024-03-02,Defensivos,CampoForte,Empresa B,P0063,4,2563.28,51.12,Boleto,Online,PR,M,1962-12-09
20952,705.763.837-08,2024-03-02,Sementes,AgroMax,Empresa A,P0032,5,4907.11,489.44,PIX,Online,PR,M,1993-05-06
20953,890.688.268-83,2024-03-02,Defensivos,VerdeTech,Empresa C,P0085,2,3873.62,178.94,Cartão,Online,GO,M,2003-05-29
20954,618.336.235-25,2024-03-02,Defensivos,CampoForte,Empresa B,P0072,6,9226.12,582.38,Cartão,Online,GO,F,1990-02-14
20955,335.505.555-71,2024-03-02,Sementes,AgriPlus,Empresa B,P0030,8,15904.31,1283.21,PIX,Loja,GO,M,1991-08-27
20956,065.840.007-02,2024-03-02,Sementes,AgroMax,Empresa A,P0053,4,4246.74,392.7,PIX,Loja,RS,F,1993-02-13
20957,951.713.308-16,2024-03-02,Defensivos,AgroMax,Empresa A,P0071,8,9459.17,748.67,Cartão,Loja,PR,F,1978-03-05
20958,623.887.483-05,2024-03-02,Máquinas,AgroMax,Empresa B,P0176,10,147102.62,6706.18,Boleto,Representante,MG,F,2007-10-01
20959,352.512.382-58,2024-03-02,Máquinas,AgroMax,Empresa C,P0159,6,54472.51,2819.33,Cartão,Loja,PR,F,2004-12-19
20960,706.887.826-12,2024-03-02,Defensivos,AgriPlus,Empresa C,P0065,7,14136.12,597.97,Boleto,Representante,MT,F,1963-04-10
20961,388.594.012-40,2024-03-02,Fertilizantes,CampoForte,Empresa B,P0127,6,3020.65,186.83,Cartão,Representante,PR,M,1988-04-13
20962,354.868.532-38,2024-03-02,Fertilizantes,AgriPlus,Empresa A,P0117,1,632.45,26.95,Boleto,Representante,MG,F,1989-03-11
20963,527.543.958-06,2024-03-02,Defensivos,CampoForte,Empresa B,P0087,7,6800.48,946.63,PIX,Online,MG,F,1956-09-03
20964,351.939.624-67,2024-03-02,Máquinas,VerdeTech,Empresa C,P0171,5,12096.8,1894.6,Boleto,Loja,RS,M,1954-01-31
20965,963.080.221-01,2024-03-02,Máquinas,AgroMax,Empresa C,P0160,1,4674.87,254.58,Cartão,Representante,MG,M,1966-02-23
20966,623.037.082-49,2024-03-02,Defensivos,AgroMax,Empresa A,P0086,3,621.21,34.77,PIX,Representante,PR,M,1992-01-19
20967,079.923.286-63,2024-03-02,Fertilizantes,CampoForte,Empresa A,P0101,9,7554.47,758.02,Boleto,Online,MG,F,1985-08-17
20968,214.379.210-78,2024-03-02,Defensivos,CampoForte,Empresa B,P0090,4,2027.15,101.57,Boleto,Online,PR,M,1974-09-17
20969,747.416.195-83,2024-03-02,Fertilizantes,AgriPlus,Empresa B,P0119,10,6175.44,127.46,Cartão,Loja,RS,F,1952-01-10
20970,857.076.369-78,2024-03-02,Fertilizantes,VerdeTech,Empresa B,P0115,10,6457.84,294.06,PIX,Representante,GO,F,2008-01-04
20971,538.704.231-29,2024-03-02,Fertilizantes,AgriPlus,Empresa A,P0105,2,5564.72,207.8,Boleto,Representante,MG,F,2000-07-12
20972,317.664.054-44,2024-03-02,Sementes,AgriPlus,Empresa A,P0037,7,15416.9,603.3,PIX,Loja,PR,M,2001-07-22
20973,711.966.364-00,2024-03-02,Sementes,AgriPlus,Empresa A,P0036,10,8457.69,458.21,Boleto,Online,PR,M,1948-01-15
20974,796.034.918-53,2024-03-02,Máquinas,CampoForte,Empresa A,P0143,9,39862.37,3930.91,PIX,Representante,GO,M,1959-05-28
20975,116.805.941-09,2024-03-02,Defensivos,AgriPlus,Empresa A,P0082,5,5664.0,552.2,Cartão,Representante,MG,M,1951-07-03
20976,443.717.288-47,2024-03-02,Defensivos,CampoForte,Empresa C,P0079,4,3131.31,420.29,Boleto,Representante,PR,F,1947-04-16
20977,377.571.824-92,2024-03-02,Máquinas,AgriPlus,Empresa C,P0172,1,8498.67,153.08,Boleto,Loja,BA,M,1975-07-13
20978,988.045.413-85,2024-03-02,Defensivos,AgroMax,Empresa B,P0081,5,3342.49,76.86,PIX,Online,PR,F,1963-11-21
20979,545.418.171-44,2024-03-02,Máquinas,CampoForte,Empresa C,P0149,10,89459.74,6169.06,Cartão,Representante,PR,F,1995-08-30
20980,179.391.471-02,2024-03-02,Defensivos,AgroMax,Empresa A,P0073,4,2682.7,115.86,PIX,Loja,BA,M,2000-06-26
20981,016.513.507-79,2024-03-02,Defensivos,AgroMax,Empresa C,P0092,5,4522.06,312.09,Boleto,Online,PR,F,1961-02-24
20982,661.449.873-80,2024-03-02,Sementes,AgroMax,Empresa B,P0057,8,3661.57,173.23,Cartão,Representante,PR,F,1953-12-20
20983,934.664.077-45,2024-03-02,Fertilizantes,AgriPlus,Empresa A,P0103,5,5570.28,420.02,PIX,Representante,PR,F,1948-04-15
20984,178.537.120-73,2024-03-02,Defensivos,AgriPlus,Empresa C,P0074,9,7114.08,478.95,PIX,Representante,RS,M,2005-10-17
20985,610.497.561-50,2024-03-02,Defensivos,AgroMax,Empresa B,P0089,6,5723.94,289.56,Boleto,Representante,BA,M,1977-11-02
20986,733.296.771-55,2024-03-02,Máquinas,AgroMax,Empresa C,P0144,9,295854.86,21268.15,Boleto,Online,PR,M,1966-08-14
20987,517.778.763-03,2024-03-02,Defensivos,CampoForte,Empresa C,P0079,1,2015.39,96.35,PIX,Online,PR,F,1997-06-09
20988,473.024.840-66,2024-03-02,Defensivos,CampoForte,Empresa B,P0092,5,8920.15,519.0,Boleto,Loja,RS,F,1995-11-03
20989,276.508.125-53,2024-03-02,Defensivos,AgriPlus,Empresa B,P0062,1,1058.82,44.85,Boleto,Loja,PR,M,1998-06-19
20990,975.805.926-22,2024-03-02,Fertilizantes,VerdeTech,Empresa B,P0135,7,6665.68,534.17,PIX,Representante,PR,M,1971-07-23
20991,310.302.157-74,2024-03-02,Máquinas,VerdeTech,Empresa A,P0148,1,5109.59,304.03,Boleto,Representante,RS,M,1999-09-20
20992,812.729.452-78,2024-03-02,Defensivos,AgroMax,Empresa B,P0066,8,9765.98,492.1,Cartão,Representante,GO,M,1997-07-27
20993,225.224.318-03,2024-03-02,Máquinas,AgriPlus,Empresa C,P0141,2,11151.04,988.42,Cartão,Loja,BA,M,1956-02-21
20994,818.465.292-55,2024-03-02,Defensivos,AgriPlus,Empresa A,P0095,7,5820.77,772.25,Boleto,Loja,MT,F,1948-10-25
20995,341.347.263-10,2024-03-02,Máquinas,CampoForte,Empresa C,P0158,7,129853.94,3824.71,PIX,Representante,PR,M,1963-02-27
20996,449.805.292-75,2024-03-02,Máquinas,AgroMax,Empresa B,P0165,5,68314.07,6050.88,Boleto,Representante,MG,F,1952-01-27
20997,460.539.645-49,2024-03-02,Defensivos,CampoForte,Empresa B,P0079,5,6410.66,166.39,Boleto,Online,BA,M,1954-12-23
20998,934.977.375-93,2024-03-02,Máquinas,VerdeTech,Empresa B,P0177,8,46680.61,5311.07,Boleto,Representante,PR,F,2006-07-09
20999,344.503.785-04,2024-03-02,Defensivos,CampoForte,Empresa A,P0071,7,4768.56,306.16,Cartão,Representante,BA,M,2002-02-21
21000,856.873.979-22,2024-03-02,Fertilizantes,AgriPlus,Empresa C,P0123,9,6611.25,213.99,Boleto,Online,GO,F,1967-11-03
21001,898.582.883-52,2024-03-02,Sementes,CampoForte,Empresa A,P0060,1,794.74,101.23,Cartão,Representante,GO,M,1950-09-26
21002,157.707.503-08,2024-03-02,Defensivos,VerdeTech,Empresa C,P0082,7,7425.13,321.7,PIX,Representante,BA,F,1989-05-14
21003,524.463.207-83,2024-03-02,Máquinas,CampoForte,Empresa A,P0145,8,246653.6,11057.76,Boleto,Online,PR,F,2004-12-07
21004,451.865.654-74,2024-03-02,Defensivos,AgroMax,Empresa B,P0065,9,9709.22,512.98,Boleto,Representante,BA,F,1957-10-18
